"sgdid"	"type"	"qual"	"name"	"gene"	"alias"	"parent"	"sgdid2"	"chrom"	"start"	"end"	"strand"	"genpos"	"cver"	"sver"	"desc"
"372"	"S000007283"	"ORF"	"Verified"	"Q0275"	"COX3"	"cytochrome c oxidase subunit 3|OXI2"	"chromosome 17"	"L000004947|L000000385|L000001320"	"17"	79213	80022	"W"	NA	"2000-05-19"	"2000-05-19"	"Subunit III of cytochrome c oxidase (Complex IV); Complex IV is the terminal member of the mitochondrial inner membrane electron transport chain; one of three mitochondrially-encoded subunits"
"373"	"S000029023"	"ncRNA_gene"	""	"Q0285"	"RPM1"	""	"chromosome 17"	"L000004810"	"17"	85295	85777	"W"	NA	"2003-12-02"	"2003-12-02"	"RNA component of mitochondrial RNase P; mitochondrial RNase P also contains the protein subunit Rpm2p; RNase P removes 5' extensions from mitochondrial tRNA precursors; RPM1 is conserved in bacteria, fungi, and protozoa"
"374"	"S000002151"	"ORF"	"Verified"	"YBL111C"	""	""	"chromosome 2"	""	"2"	5009	2907	"C"	NA	"1996-07-31"	"1996-07-31"	"Helicase-like protein encoded within the telomeric Y' element; relocalizes from mitochondrion to cytoplasm upon DNA replication stress"
"375"	"S000000195"	"ORF"	"Verified"	"YBL099W"	"ATP1"	"F1F0 ATP synthase subunit alpha"	"chromosome 2"	"L000000141"	"2"	37053	38690	"W"	NA	"2011-02-03"	"1997-01-28|2011-02-03"	"Alpha subunit of the F1 sector of mitochondrial F1F0 ATP synthase; which is a large, evolutionarily conserved enzyme complex required for ATP synthesis; F1 translationally regulates ATP6 and ATP8 expression to achieve a balanced output of ATP synthase genes encoded in nucleus and mitochondria; phosphorylated; N-terminally propionylated in vivo"
"376"	"S000007488"	"ORF"	"Verified"	"YBL059C-A"	"CMC2"	""	"chromosome 2"	""	"2"	110539	110125	"C"	NA	"2011-02-03"	"2000-12-01"	"Protein involved in respiratory chain complex assembly or maintenance; protein of the mitochondrial intermembrane space; contains twin Cx9C motifs that can form coiled coil-helix-coiled-coil helix fold"
"377"	"S000000153"	"ORF"	"Verified"	"YBL057C"	"PTH2"	"aminoacyl-tRNA hydrolase"	"chromosome 2"	""	"2"	113427	112801	"C"	NA	"2011-02-03"	"1997-01-28|2011-02-03"	"One of two mitochondrially-localized peptidyl-tRNA hydrolases; negatively regulates the ubiquitin-proteasome pathway via interactions with ubiquitin-like ubiquitin-associated proteins; dispensable for cell growth; see also PTH1"
"378"	"S000000141"	"ORF"	"Verified"	"YBL045C"	"COR1"	"ubiquinol--cytochrome-c reductase subunit COR1|QCR1"	"chromosome 2"	"L000000381"	"2"	135516	134143	"C"	NA	"2011-02-03"	"1997-01-28"	"Core subunit of the ubiquinol-cytochrome c reductase complex; the ubiquinol-cytochrome c reductase complex (bc1 complex) is a component of the mitochondrial inner membrane electron transport chain"
"379"	"S000000126"	"ORF"	"Verified"	"YBL030C"	"PET9"	"ADP/ATP carrier protein PET9|OP1|ANC2|AAC2"	"chromosome 2"	"L000000004|L000001386|L000004346"	"2"	163997	163041	"C"	-20	"2011-02-03"	"1997-01-28"	"Major ADP/ATP carrier of the mitochondrial inner membrane; exchanges cytosolic ADP for mitochondrially synthesized ATP; also imports heme and ATP; required for viability in many lab strains that carry a sal1 mutation; PET9 has a paralog, AAC3, that arose from the whole genome duplication; human homolog SLC25A4 implicated in progressive external ophthalmoplegia can complement yeast null mutant"
"380"	"S000000118"	"ORF"	"Verified"	"YBL022C"	"PIM1"	"ATP-dependent Lon protease PIM1|LON1"	"chromosome 2"	"L000000949|L000001440"	"2"	181275	177874	"C"	NA	"2011-02-03"	"1997-01-28"	"ATP-dependent Lon protease; involved in degradation of misfolded proteins in mitochondria; required for biogenesis and maintenance of mitochondria"
"381"	"S000000109"	"ORF"	"Verified"	"YBL013W"	"FMT1"	"methionyl-tRNA formyltransferase"	"chromosome 2"	""	"2"	202056	203261	"W"	NA	"2011-02-03"	"2004-01-29|1997-01-28"	"Methionyl-tRNA formyltransferase; catalyzes the formylation of initiator Met-tRNA in mitochondria; potential Cdc28p substrate"
"382"	"S000000101"	"ORF"	"Verified"	"YBL005W"	"PDR3"	"drug-responsive transcription factor PDR3|TPE2|AMY2"	"chromosome 2"	"L000002985|L000001363"	"2"	217470	220400	"W"	-10	"2011-02-03"	"1997-01-28"	"Transcriptional activator of the pleiotropic drug resistance network; regulates expression of ATP-binding cassette (ABC) transporters through binding to cis-acting PDRE sites (PDR responsive elements); has a role in response to drugs and organic solvents; post-translationally up-regulated in cells lacking functional mitochondrial genome; involved in diauxic shift; relative distribution to nucleus increases upon DNA replication stress; APCC(Cdh1) substrate"
"383"	"S000000208"	"ORF"	"Verified"	"YBR004C"	"GPI18"	"GPI-anchor transamidase GPI18|FMP44"	"chromosome 2"	""	"2"	245667	244366	"C"	NA	"2011-02-03"	"1997-01-28|2011-02-03"	"Functional ortholog of human PIG-V; PIG-V is a mannosyltransferase that transfers the second mannose in glycosylphosphatidylinositol biosynthesis; the authentic, non-tagged protein was localized to mitochondria"
"384"	"S000000228"	"ORF"	"Verified"	"YBR024W"	"SCO2"	"putative thioredoxin peroxidase SCO2"	"chromosome 2"	"L000001816"	"2"	289445	290350	"W"	NA	"2004-07-16"	"1997-01-28"	"Protein anchored to mitochondrial inner membrane; may have a redundant function with Sco1p in delivery of copper to cytochrome c oxidase; interacts with Cox2p; SCO2 has a paralog, SCO1, that arose from the whole genome duplication"
"385"	"S000000230"	"ORF"	"Verified"	"YBR026C"	"ETR1"	"MRF1'|MRF1"	"chromosome 2"	"L000002810"	"2"	294019	292877	"C"	NA	"2004-07-16"	"1997-01-28"	"2-enoyl thioester reductase; member of the medium chain dehydrogenase/reductase family; localized to mitochondria, where it has a probable role in fatty acid synthesis; human MECR functionally complements the respiratory growth defect of the null mutant"
"386"	"S000000241"	"ORF"	"Verified"	"YBR037C"	"SCO1"	"Cu-binding protein SCO1|PET161"	"chromosome 2"	"L000001815"	"2"	311452	310565	"C"	NA	"2011-02-03"	"1997-01-28"	"Copper-binding protein of mitochondrial inner membrane; required for cytochrome c oxidase activity and respiration; may function to deliver copper to cytochrome c oxidase; similar to thioredoxins; SCO1 has a paralog, SCO2, that arose from the whole genome duplication"
"387"	"S000000243"	"ORF"	"Verified"	"YBR039W"	"ATP3"	"F1F0 ATP synthase subunit gamma"	"chromosome 2"	"L000000143"	"2"	315575	316510	"W"	NA	"2004-07-16"	"1997-01-28"	"Gamma subunit of the F1 sector of mitochondrial F1F0 ATP synthase; F1F0 ATP synthase is a large, evolutionarily conserved enzyme complex required for ATP synthesis"
"388"	"S000000248"	"ORF"	"Verified"	"YBR044C"	"TCM62"	""	"chromosome 2"	""	"2"	326059	324341	"C"	NA	"2011-02-03"	"1997-01-28|2011-02-03"	"Protein involved in assembly of the succinate dehydrogenase complex; mitochondrial; putative chaperone"
"389"	"S000000258"	"ORF"	"Verified"	"YBR054W"	"YRO2"	""	"chromosome 2"	"L000002548"	"2"	343101	344135	"W"	NA	"2011-02-03"	"1997-01-28"	"Protein with a putative role in response to acid stress; null mutant is sensitive to acetic acid; transcription is regulated by Haa1p and induced in the presence of acetic acid; protein observed in plasma membrane foci in the presence of acetic acid; the authentic, non-tagged protein is detected in a phosphorylated state in highly purified mitochondria in high-throughput studies"
"390"	"S000000260"	"ORF"	"Verified"	"YBR056W"	""	"17-beta-hydroxysteroid dehydrogenase-like protein"	"chromosome 2"	""	"2"	347879	349384	"W"	NA	"2011-02-03"	"1997-01-28"	"Putative glycoside hydrolase of the mitochondrial intermembrane space"
"391"	"S000000282"	"ORF"	"Verified"	"YBR078W"	"ECM33"	""	"chromosome 2"	"L000003902"	"2"	393123	394742	"W"	NA	"2011-02-03"	"1997-01-28|2011-02-03"	"GPI-anchored protein of unknown function; possible role in apical bud growth; GPI-anchoring on the plasma membrane crucial to function; phosphorylated in mitochondria; similar to Sps2p; ECM33 has a paralog, PST1, that arose from the whole genome duplication"
"392"	"S000000289"	"ORF"	"Verified"	"YBR085W"	"AAC3"	"ADP/ATP carrier protein AAC3|ANC3"	"chromosome 2"	"L000000005"	"2"	415983	416906	"W"	NA	"2011-02-03"	"1997-01-28"	"Mitochondrial inner membrane ADP/ATP translocator; exchanges cytosolic ADP for mitochondrially synthesized ATP; expressed under anaerobic conditions; similar to Aac1p; has roles in maintenance of viability and in respiration; AAC3 has a paralog, PET9, that arose from the whole genome duplication"
"393"	"S000000295"	"ORF"	"Verified"	"YBR091C"	"TIM12"	"MRS5"	"chromosome 2"	"L000001181"	"2"	427484	427155	"C"	NA	"2011-02-03"	"1997-01-28"	"Essential protein of the inner mitochondrial membrane; peripherally localized; component of the TIM22 complex, which is a twin-pore translocase that mediates insertion of numerous multispanning inner membrane proteins"
"394"	"S000000308"	"ORF"	"Verified"	"YBR104W"	"YMC2"	"organic acid transporter"	"chromosome 2"	"L000002521"	"2"	449667	450656	"W"	NA	"2011-02-03"	"1997-01-28"	"Putative mitochondrial inner membrane transporter; proposed role in oleate metabolism and glutamate biosynthesis; member of the mitochondrial carrier (MCF) family; YMC2 has a paralog, YMC1, that arose from the whole genome duplication"
"395"	"S000000312"	"ORF"	"Verified"	"YBR108W"	"AIM3"	""	"chromosome 2"	""	"2"	454822	457665	"W"	NA	"2011-02-03"	"2004-07-09|1997-01-28|2011-02-03"	"Protein that inhibits barbed-end actin filament elongation; interacts with Rvs167p; null mutant is viable and displays elevated frequency of mitochondrial genome loss"
"396"	"S000000325"	"ORF"	"Verified"	"YBR121C"	"GRS1"	"glycine--tRNA ligase"	"chromosome 2"	"L000000738|L000000731"	"2"	483367	481364	"C"	NA	"2011-02-03"	"1997-01-28|2011-02-03"	"Cytoplasmic and mitochondrial glycyl-tRNA synthase; ligates glycine to the cognate anticodon-bearing tRNA; transcription termination factor that may interact with the 3'-end of pre-mRNA to promote 3'-end formation; GRS1 has a paralog, GRS2, that arose from the whole genome duplication; human homolog GARS implicated in Charcot-Marie-Tooth disease, can complement yeast null mutant"
"397"	"S000000333"	"ORF"	"Verified"	"YBR129C"	"OPY1"	""	"chromosome 2"	"L000004016"	"2"	495339	494353	"C"	NA	"2011-02-03"	"1997-01-28"	"Protein of unknown function; overproduction blocks cell cycle arrest in the presence of mating pheromone; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
"398"	"S000000354"	"ORF"	"Verified"	"YBR150C"	"TBS1"	""	"chromosome 2"	""	"2"	544493	541209	"C"	NA	"2011-02-03"	"1997-01-28"	"Protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; TBS1 has a paralog, HAL9, that arose from the whole genome duplication"
"399"	"S000000367"	"ORF"	"Verified"	"YBR163W"	"EXO5"	"DEM1"	"chromosome 2"	""	"2"	565723	567480	"W"	NA	"2011-02-03"	"1997-01-28"	"Mitochondrial 5'-3' exonuclease and sliding exonuclease; required for mitochondrial genome maintenance; distantly related to the RecB nuclease domain of bacterial RecBCD recombinases; may be regulated by the transcription factor Ace2"
"400"	"S000000381"	"ORF"	"Verified"	"YBR177C"	"EHT1"	"medium-chain fatty acid ethyl ester synthase/esterase"	"chromosome 2"	""	"2"	586162	584807	"C"	NA	"2011-02-03"	"1997-01-28"	"Acyl-coenzymeA:ethanol O-acyltransferase; plays a minor role in medium-chain fatty acid ethyl ester biosynthesis; possesses short-chain esterase activity; localizes to lipid particles and the mitochondrial outer membrane; EHT1 has a paralog, EEB1, that arose from the whole genome duplication"
"401"	"S000000383"	"ORF"	"Verified"	"YBR179C"	"FZO1"	"mitofusin"	"chromosome 2"	"L000004083"	"2"	589114	586547	"C"	NA	"2011-02-03"	"1997-01-28"	"Mitofusin; integral membrane protein involved in mitochondrial outer membrane tethering and fusion; role in mitochondrial genome maintenance; efficient tethering and degradation of Fzo1p requires an intact N-terminal GTPase domain; targeted for destruction by the ubiquitin ligase SCF-Mdm30p and the cytosolic ubiquitin-proteasome system"
"402"	"S000000389"	"ORF"	"Verified"	"YBR185C"	"MBA1"	""	"chromosome 2"	"L000002809"	"2"	599959	599123	"C"	NA	"2011-02-03"	"1997-01-28"	"Membrane-associated mitochondrial ribosome receptor; forms a complex with Mdm38p that may facilitate recruitment of mRNA-specific translational activators to ribosomes; possible role in protein export from the matrix to inner membrane"
"403"	"S000000396"	"ORF"	"Verified"	"YBR192W"	"RIM2"	"PYT1"	"chromosome 2"	"L000001641"	"2"	607652	608785	"W"	NA	"2011-02-03"	"1997-01-28"	"Mitochondrial pyrimidine nucleotide transporter; imports pyrimidine nucleoside triphosphates and exports pyrimidine nucleoside monophosphates; member of the mitochondrial carrier family"
"404"	"S000000398"	"ORF"	"Verified"	"YBR194W"	"AIM4"	"SOY1"	"chromosome 2"	""	"2"	610038	610409	"W"	NA	"2011-02-03"	"1997-01-28"	"Protein proposed to be associated with the nuclear pore complex; null mutant is viable, displays elevated frequency of mitochondrial genome loss and is sensitive to freeze-thaw stress"
"405"	"S000000407"	"ORF"	"Verified"	"YBR203W"	"COS111"	""	"chromosome 2"	""	"2"	629168	631942	"W"	NA	"2011-02-03"	"1997-01-28|2011-02-03"	"Protein required for antifungal drug ciclopirox olamine resistance; not related to the subtelomerically-encoded COS family; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
"406"	"S000000416"	"ORF"	"Verified"	"YBR212W"	"NGR1"	"RBP1"	"chromosome 2"	"L000001242"	"2"	647886	649904	"W"	NA	"2011-02-03"	"1997-01-28"	"RNA binding protein that negatively regulates growth rate; interacts with the 3' UTR of the mitochondrial porin (POR1) mRNA and enhances its degradation; overexpression impairs mitochondrial function; interacts with Dhh1p to mediate POR1 mRNA decay; expressed in stationary phase"
"407"	"S000000425"	"ORF"	"Verified"	"YBR221C"	"PDB1"	"pyruvate dehydrogenase (acetyl-transferring) subunit E1 beta"	"chromosome 2"	"L000001353"	"2"	666253	665153	"C"	NA	"2011-02-03"	"1997-01-28"	"E1 beta subunit of the pyruvate dehydrogenase (PDH) complex; PDH is an evolutionarily conserved multi-protein complex found in mitochondria"
"408"	"S000000431"	"ORF"	"Verified"	"YBR227C"	"MCX1"	""	"chromosome 2"	""	"2"	675134	673572	"C"	NA	"2011-02-03"	"1997-01-28"	"Non-proteolytic ATPase of the AAA family; stimulates incorporation of the pyridoxal phosphate cofactor into Hem1p (5-aminolevulinic acid synthase); localized to the mitochondrial matrix; ortholog of vertebrate CLPX, which promotes erythropoiesis"
"409"	"S000000434"	"ORF"	"Verified"	"YBR230C"	"OM14"	""	"chromosome 2"	""	"2"	680050	679549	"C"	NA	"2011-02-03"	"1997-01-28"	"Mitochondrial outer membrane receptor for cytosolic ribosomes; integral protein of the outer membrane that interacts with the nascent chain-associated complex (NAC) bound to ribosomes, contributing to co-translational mitochondrial import; interacts with porin (Por1p) and Om45p; abundance is decreased in cells grown in glucose relative to other carbon sources"
"410"	"S000000439"	"ORF"	"Verified"	"YBR235W"	"VHC1"	""	"chromosome 2"	""	"2"	686901	690263	"W"	NA	"2011-02-03"	"1997-01-28"	"Vacuolar membrane cation-chloride cotransporter (CCC); likely mediates K+ and Cl- cotransport into the vacuole; has a role in potassium homeostasis and salt tolerance; localizes to sites of contact between the vacuole and mitochondria (vCLAMPs); similar to mammalian electroneutral Na(+)-(K+)-C1- cotransporter family"
"411"	"S000000466"	"ORF"	"Verified"	"YBR262C"	"MIC12"	"AIM5|MCS12|FMP51"	"chromosome 2"	""	"2"	736040	735720	"C"	NA	"2011-02-03"	"1997-01-28"	"Component of the MICOS complex; MICOS (formerly MINOS or MitOS) is a mitochondrial inner membrane complex that extends into the intermembrane space and has a role in the maintenance of crista junctions, inner membrane architecture, and formation of contact sites to the outer membrane; forms a subcomplex with Mic10p and Mic27p whose assembly and stability requires cardiolipin"
"412"	"S000000473"	"ORF"	"Verified"	"YBR269C"	"SDH8"	"FMP21"	"chromosome 2"	""	"2"	742576	742160	"C"	NA	"2011-02-03"	"2004-01-09|1997-01-28"	"Protein required for assembly of succinate dehydrogenase; interacts with flavinylated Sdh1p and may function as a chaperone for free Sdh1p, protecting its FAD cofactor from redox reactions before assembly of the complex; soluble protein of the mitochondrial matrix; respiratory defect of null mutant is functionally complemented by Drosophila and human orthologs"
"413"	"S000000495"	"ORF"	"Verified"	"YBR291C"	"CTP1"	""	"chromosome 2"	"L000003310"	"2"	784572	783673	"C"	NA	"2011-02-03"	"1997-01-28"	"Mitochondrial inner membrane citrate transporter; member of the mitochondrial carrier family"
"414"	"S000007547"	"ORF"	"Verified"	"YCL057C-A"	"MIC10"	"MOS1|MCS10|MIO10"	"chromosome 3"	""	"3"	24325	24032	"C"	NA	"2000-09-14"	"2000-09-14"	"Conserved component of the MICOS complex; MICOS (formerly MINOS or MitOS) is a mitochondrial inner membrane complex that extends into the intermembrane space and has a role in the maintenance of crista junctions, inner membrane architecture, and formation of contact sites to the outer membrane; forms a subcomplex with Mic12p and Mic27p whose assembly and stability requires cardiolipin; homo-oligomers cause membrane bending; ortholog of human MINOS1"
